participant_id,session_id,repetition_id,label,ax_mean,ax_std,ax_min,ax_max,ax_range,ax_rms,ay_mean,ay_std,ay_min,ay_max,ay_range,ay_rms,az_mean,az_std,az_min,az_max,az_range,az_rms,gx_mean,gx_std,gx_min,gx_max,gx_range,gx_rms,gy_mean,gy_std,gy_min,gy_max,gy_range,gy_rms,gz_mean,gz_std,gz_min,gz_max,gz_range,gz_rms
dzaki,S1,dzaki_seg3,lift,0.6568526666666666,0.042815952940723184,0.5915,0.7051,0.11359999999999992,0.6582466342742159,0.019957333333333334,0.006266283818092578,0.0088,0.028,0.019200000000000002,0.0209179699461173,-0.049534666666666664,0.011943137425130614,-0.0712,-0.0303,0.0409,0.05095411399811926,4.684531333333335,20.249880635754,-23.1121,37.6156,60.7277,20.784669821175093,-0.6697646666666697,104.43254812870309,-154.8696,137.9743,292.84389999999996,104.43469583123513,-1.2711393333333332,12.598217645121586,-20.4949,18.0025,38.4974,12.662183186109733
dzaki,S1,dzaki_seg3,lift,0.700916,0.019729406411074138,0.6746,0.7494,0.07479999999999998,0.7011936170084075,0.028225333333333335,0.0031536684811325506,0.0199,0.0331,0.013199999999999996,0.02840096946702113,-0.04980933333333333,0.016183124324088007,-0.0741,-0.0228,0.0513,0.05237235148434716,3.304589333333332,22.45429527907195,-31.3257,37.6156,68.9413,22.696160184968146,1.9423866666666678,118.16377099206827,-154.8696,178.3904,333.26,118.17973447689243,2.9743373333333327,19.131316915011528,-23.1768,40.8363,64.01310000000001,19.36114587195362
dzaki,S1,dzaki_seg3,lift,0.7341120000000001,0.03222815315838003,0.6746,0.7719,0.09730000000000005,0.7348190814071175,0.03161666666666667,0.0016132954541007737,0.0282,0.036,0.007799999999999998,0.031657800513196326,-0.04420333333333334,0.018623706815657178,-0.0741,-0.0185,0.0556,0.047966416723926056,5.117493999999997,23.71199566257335,-31.3257,41.8033,73.129,24.257936498019227,6.744525333333337,111.24170078176331,-147.2577,178.3904,325.6481,111.4459717297639,1.3535486666666656,20.76719393375278,-32.8918,40.8363,73.72810000000001,20.811257479430054
gilang,S1,gilang_seg4,lift,0.2300833333333333,0.057584063092336775,0.1587,0.2967,0.138,0.2371798149084361,0.03268800000000001,0.025066184179753672,-0.0849,0.0617,0.1466,0.041192462093608016,-0.30513066666666666,0.024531883870225344,-0.3363,-0.2729,0.06340000000000001,0.30611523494701576,22.999112,96.01893885047325,-246.2834,189.29,435.5734,98.73497744345448,26.42505333333332,142.2865856252372,-202.7905,243.8584,446.6489,144.7195767426006,8.965403333333335,50.49655867660609,-139.1151,114.4633,253.57840000000002,51.28626419529177
gilang,S1,gilang_seg4,lift,0.324204,0.05490571540377195,0.2308,0.4504,0.21960000000000002,0.32882042393987637,0.032764,0.006503745382470011,0.0189,0.0391,0.020200000000000003,0.03340326930107291,-0.26537800000000006,0.025852553374860282,-0.3045,-0.2054,0.0991,0.26663427649122684,1.6422306666666657,16.436771243047083,-22.0247,31.1119,53.1366,16.518606795332346,-15.245161333333336,127.48884360120236,-202.7905,169.657,372.4475,128.39711907535622,4.193366,22.22114231748023,-30.1038,56.013,86.1168,22.613347481159586
gilang,S1,gilang_seg4,lift,0.40595533333333333,0.056046238692311505,0.293,0.4605,0.16750000000000004,0.4098059461907957,0.022707333333333336,0.00904041368276671,0.0101,0.0391,0.029000000000000005,0.024440786948596124,-0.23551000000000008,0.026347813951066223,-0.2872,-0.1998,0.0874,0.23697925521023988,4.214716666666667,15.77129072105141,-22.0247,23.2369,45.2616,16.32474954136204,1.392591333333324,130.9673929287342,-191.5751,179.7769,371.352,130.97479651127975,7.578945333333334,20.02291090549552,-25.5234,56.013,81.5364,21.409282414295596
gilang,S1,gilang_seg4,lift,0.4777186666666666,0.043893334933171296,0.434,0.5838,0.1498,0.47973091346434343,0.010478000000000003,0.006684308690258602,-0.0002,0.0206,0.0208,0.012428534373234306,-0.208882,0.02976614423580365,-0.2466,-0.1405,0.1061,0.21099221138863553,5.182636666666667,13.603528467856744,-22.096,26.2427,48.3387,14.557324946378943,8.387297333333342,140.88142440142394,-191.5751,202.393,393.9681,141.13087010973845,1.9277346666666673,18.7758846229021,-36.3297,36.6158,72.94550000000001,18.874586202552894
hikhmal,S1,hikhmal_seg5,lift,0.34846599999999994,0.10516472781942306,0.1579,0.4776,0.3197,0.3639892486507443,-0.090886,0.001345512541747568,-0.0931,-0.089,0.004100000000000006,0.09089595920611653,-0.7087686666666667,0.04996851827122975,-0.7928,-0.6366,0.1561999999999999,0.7105278852139912,-1.8939873333333332,17.490132318273243,-80.7702,21.6661,102.4363,17.592382343774062,-13.279515333333332,72.09423362701786,-126.3992,172.5543,298.9535,73.30705320605423,11.690835333333332,42.791170667306496,-74.5052,186.7587,261.26390000000004,44.35944000852205
hikhmal,S1,hikhmal_seg5,lift,0.47033200000000003,0.054814323334933794,0.3354,0.6107,0.27530000000000004,0.4735153643406586,-0.09490933333333333,0.004240335626129401,-0.1062,-0.0907,0.0155,0.09500401044166505,-0.6370693333333334,0.03591733833246679,-0.7089,-0.5684,0.14049999999999996,0.6380810220235881,3.2228833333333324,18.45676686215083,-80.7702,21.6661,102.4363,18.73604066989786,7.879315333333325,93.67048522160987,-126.3992,132.8919,259.2911,94.00129473456168,1.3777806666666674,56.05153145432597,-95.2267,186.7587,281.9854,56.06846223984329
hikhmal,S1,hikhmal_seg5,lift,0.5615493333333333,0.07512560304509303,0.4483,0.6474,0.1991,0.566552301204399,-0.101482,0.005057061992896666,-0.1071,-0.0932,0.013899999999999996,0.10160792390360113,-0.5708139999999999,0.04242555995309118,-0.6363,-0.5132,0.12309999999999999,0.5723884613908051,7.317735333333333,8.847237653121917,-9.4654,23.6555,33.1209,11.481413871972968,17.27317133333334,93.65154638653107,-174.3994,132.8919,307.2913,95.23116395644479,-17.681193333333333,32.46294012071338,-95.2267,45.6614,140.8881,36.96575549034178
hikhmal,S1,hikhmal_seg5,lift,0.6631726666666666,0.05108791493972805,0.603,0.7543,0.1513,0.6651375503357684,-0.10584066666666668,0.002159015104676719,-0.1107,-0.1025,0.008200000000000013,0.10586268495870804,-0.5083266666666666,0.02840359288697275,-0.5671,-0.4593,0.10780000000000006,0.5091195970823882,5.146915333333334,9.785464365549116,-9.9968,23.6555,33.6523,11.056493580603814,-14.300322666666668,76.59738719047812,-174.3994,99.9884,274.3878,77.92085056503683,-0.5437666666666671,23.92971556900379,-41.0985,77.8711,118.9696,23.935892910046203
hikhmal,S1,hikhmal_seg5,lift,0.72082,0.03947836031718305,0.6171,0.7553,0.1382,0.7219002793553507,-0.10737866666666666,0.002338591788995155,-0.1108,-0.1025,0.008300000000000002,0.10740412965369008,-0.4670133333333333,0.020997440055608895,-0.5126,-0.4353,0.07729999999999992,0.46748512917524976,2.3179426666666667,6.913206634814717,-9.9968,13.8258,23.8226,7.29145281693573,10.151520666666666,54.72875292749421,-57.3257,95.4123,152.738,55.66228318030501,4.862054,22.125242666778085,-19.9155,77.8711,97.78659999999999,22.65316605163025
hikhmal,S1,hikhmal_seg5,lift,0.7783893333333333,0.04102721397100006,0.732,0.8372,0.10520000000000007,0.7794698111750918,-0.10964733333333333,0.0018461020797585616,-0.112,-0.1066,0.005400000000000002,0.10966287338931074,-0.4291966666666667,0.0231426429394359,-0.4588,-0.3939,0.06490000000000001,0.42982014913216904,6.793331333333334,8.675894201853291,-7.8799,22.9677,30.8476,11.019096642021069,-10.01248133333333,56.32921939221169,-73.4025,85.9642,159.3667,57.21215552473327,-5.432188666666667,16.887649367580387,-31.4441,29.7292,61.1733,17.739824544583296
hikhmal,S1,hikhmal_seg5,lift,0.817788,0.024449645996073917,0.7571,0.8779,0.12080000000000002,0.8181534074568982,-0.11093600000000002,0.0019776174217139846,-0.116,-0.1078,0.008199999999999999,0.11095362574817765,-0.3935746666666667,0.01979746511270796,-0.4346,-0.3564,0.07819999999999999,0.3940722749276669,9.496582,6.968740516755951,-4.6828,22.9677,27.6505,11.779151670328385,6.933658666666667,61.066910721622044,-73.4025,85.9642,159.3667,61.45928089058967,2.0845566666666673,20.15203591685107,-31.4441,33.6127,65.0568,20.25956386723564
irvan,S1,irvan_seg6,lift,0.512002,0.050684330872568496,0.4626,0.6076,0.14500000000000002,0.5145045669379428,-0.04105266666666667,0.016319814936314552,-0.0735,-0.011,0.0625,0.044177571232470444,0.17426066666666665,0.01954753487157794,0.1529,0.2119,0.059,0.17535360294749197,13.872070666666668,37.13979264438893,-45.842,66.8301,112.6721,39.64591457198585,-31.182996666666657,135.54230208501917,-202.2901,176.9786,379.26869999999997,139.08305049724763,-5.7026933333333325,31.852183936070833,-71.7782,52.7738,124.55199999999999,32.35865159043765
irvan,S1,irvan_seg6,lift,0.5653440000000001,0.038453129010090535,0.4685,0.6076,0.1391,0.5666502285066747,-0.01873733333333333,0.01063559775262094,-0.0403,-0.0079,0.0324,0.021545384656580163,0.14089800000000002,0.025146507961676636,0.1016,0.1685,0.06690000000000002,0.14312439787355147,5.386371333333334,33.107387542012106,-45.842,55.3599,101.2019,33.54269079840694,24.489385333333335,141.4444279076629,-200.6437,190.9112,391.5549,143.54879372579393,7.028492000000001,30.870262897169116,-52.0575,57.9491,110.00659999999999,31.660272126663727
ramzy,S1,ramzy_seg7,lift,0.6170713333333333,0.030358847884741753,0.5664,0.6789,0.11249999999999993,0.617817683517287,-0.05273133333333334,0.0035921977797566894,-0.0586,-0.0478,0.010799999999999997,0.05285354671164462,-0.5290940000000001,0.024668712248514305,-0.5769,-0.487,0.08989999999999998,0.5296687702706286,8.151507333333335,3.4900680700925526,1.6327,12.704,11.0713,8.867223180864833,-0.7311139999999977,17.35199060679026,-32.4079,20.9608,53.3687,17.36738626561675,0.5110040000000003,8.708105144724886,-8.1101,19.2298,27.3399,8.723085480470774
ramzy,S1,ramzy_seg7,lift,0.6772986666666666,0.03913576707934685,0.6109,0.7268,0.1159,0.6784283986783965,-0.047605999999999996,0.0028879111251329513,-0.0528,-0.041,0.011799999999999998,0.04769351388466431,-0.48353666666666667,0.02806613241771814,-0.5293,-0.4398,0.08949999999999997,0.4843505092389188,10.228558,6.291817990864749,1.6327,21.7533,20.1206,12.008762317138821,1.8530160000000016,22.425492488511313,-53.7286,25.2995,79.0281,22.50191951031141,-3.685359333333334,14.228829555144241,-35.0167,19.2298,54.2465,14.698349020387743
ramzy,S1,ramzy_seg7,lift,0.7247753333333333,0.016325542100919313,0.6806,0.7602,0.0796,0.7249591761839652,-0.04101466666666666,0.005260841335333689,-0.0488,-0.0335,0.015300000000000001,0.041350687217183386,-0.4424713333333333,0.02102714225841342,-0.4863,-0.4033,0.08300000000000002,0.4429706779611189,10.362728,7.235370299937385,-2.2073,21.7533,23.9606,12.63869910153731,4.797840000000001,35.10761633050773,-53.7286,82.6988,136.4274,35.43393843585177,-3.6759726666666666,14.76433690954839,-35.0167,20.9296,55.9463,15.215072113688233
ramzy,S1,ramzy_seg7,lift,0.76464,0.03008369879741075,0.7271,0.8045,0.07740000000000002,0.7652315718351754,-0.034029333333333335,0.0031966971844215853,-0.0409,-0.0282,0.0127,0.034179151540083615,-0.4043913333333333,0.023807987277849052,-0.4395,-0.3723,0.06719999999999998,0.405091558457262,9.766804666666667,6.879369721772838,-2.2073,21.9341,24.1414,11.946388624419793,-3.183231333333333,39.615294286121596,-62.3914,82.6988,145.0902,39.74298055125626,-0.9424939999999999,16.49067912610527,-41.3164,20.9296,62.246,16.517590410837773
ramzy,S1,ramzy_seg7,lift,0.7970666666666667,0.011636561156783196,0.7613,0.8175,0.05620000000000003,0.7971516045688339,-0.028163999999999998,0.003985227387908165,-0.0339,-0.0223,0.0116,0.02844455894074178,-0.37759866666666664,0.00878897025949128,-0.4025,-0.3663,0.03620000000000001,0.3777009386626762,9.548954666666667,6.542283784842381,-0.3343,21.9341,22.2684,11.575146320779995,-6.083538000000002,33.495186969096856,-62.3914,39.8336,102.225,34.04316355293967,-2.4877840000000004,14.166781507061181,-41.3164,18.6453,59.9617,14.383558930232345
ramzy,S1,ramzy_seg7,lift,0.8217913333333333,0.02245812083758469,0.7956,0.8577,0.062100000000000044,0.8220981466548464,-0.022776,0.002307428005377416,-0.028,-0.0199,0.0081,0.022892583952013806,-0.36217133333333335,0.012069848585996796,-0.3743,-0.3369,0.037400000000000044,0.3623723995192422,5.869427333333334,6.757692250128951,-1.552,21.8899,23.4419,8.950786656419274,10.525733333333331,27.498750850346315,-51.2002,39.8336,91.0338,29.444394382188722,2.5760160000000005,5.569892336411061,-9.894,10.2558,20.1498,6.136738471816008
rizki,S1,rizki_seg8,lift,0.5734426666666667,0.05518387729118795,0.5028,0.6483,0.14549999999999996,0.5760917915286301,0.0028846666666666665,0.005214386977925167,-0.0071,0.0091,0.0162,0.005959121859245146,-0.066682,0.012398554055480286,-0.0864,-0.0421,0.044300000000000006,0.06782487203575592,7.593674000000001,17.761467730655706,-23.2362,35.3076,58.543800000000005,19.316666916561978,-1.1930306666666668,132.29177691778577,-194.3333,207.1503,401.4836,132.29715628930504,2.827508,27.266771231014307,-46.629,51.8804,98.5094,27.412982596837825
rizki,S1,rizki_seg8,lift,0.6385193333333334,0.038803021697915344,0.5706,0.7329,0.1623,0.6396972827309284,0.006098666666666666,0.003395644006992226,0.0006,0.011,0.0104,0.00698026742563158,-0.06927866666666667,0.01211532135585167,-0.0893,-0.0509,0.038400000000000004,0.0703300409971917,8.735655333333334,13.842870353442052,-12.2661,35.3076,47.5737,16.3687731282769,-8.82577466666667,120.03902234539132,-156.0085,180.5243,336.5328,120.36303911128256,1.945085999999998,24.92910457222516,-46.629,43.4259,90.0549,25.004871811715677
rizki,S1,rizki_seg8,lift,0.6866573333333335,0.05023319134684645,0.5977,0.7433,0.14559999999999995,0.6884923143603953,0.005223999999999999,0.002997925504967282,0.0009,0.011,0.0101,0.0060230999770328674,-0.07367400000000002,0.011781547323392346,-0.0893,-0.0544,0.03490000000000001,0.07461007394000714,3.679024666666666,9.549393809137392,-12.2661,20.1183,32.3844,10.233579267291251,20.40708466666666,112.73714020019652,-152.1246,180.5243,332.6489,114.56924493559023,3.7755466666666653,21.03828036921797,-30.317,43.4259,73.74289999999999,21.374377032465766
rizki,S1,rizki_seg8,lift,0.7475900000000001,0.04190069012955912,0.6943,0.8219,0.12759999999999994,0.7487632976671154,-0.00025799999999999933,0.005421835728484096,-0.0094,0.0063,0.0157,0.005427970768774153,-0.070214,0.011707980355296127,-0.0875,-0.0544,0.0331,0.07118344329968872,7.7316460000000005,8.366541605192515,-3.768,23.8405,27.6085,11.391987021618895,-11.095447333333333,103.07188795581764,-152.1246,132.2953,284.4199,103.66736727776683,-2.1648366666666665,23.774384229865042,-47.8773,39.2729,87.1502,23.872743103853818
rizki,S1,rizki_seg8,lift,0.780142,0.03231724466390454,0.701,0.8219,0.12090000000000001,0.7808110811628295,-0.005143333333333334,0.0033117249617415725,-0.0094,0.0055,0.0149,0.006117303327447479,-0.072208,0.009915526679573473,-0.0873,-0.0549,0.032400000000000005,0.07288561540752285,4.990790666666666,7.604249742140655,-3.5908,23.8405,27.4313,9.095746567453016,20.489058666666665,97.71650879997176,-113.3061,146.7114,260.0175,99.84146241467553,2.4701566666666666,24.64613997956791,-47.8773,39.2729,87.1502,24.76961626368752
septian,S1,septian_seg1,push,0.44112000000000007,0.03701270592647881,0.3748,0.4927,0.1179,0.4426700744346742,0.02962733333333334,0.014434809300976428,0.0015,0.0513,0.0498,0.03295667762381396,0.13098666666666667,0.16831552777117412,-0.1155,0.4208,0.5363,0.21327827768746946,7.951911333333332,13.302847827657239,-26.3517,46.1813,72.533,15.498343594687789,21.92432266666667,95.9485248202515,-114.615,154.1519,268.7669,98.42151868150853,16.818457333333335,56.930592362153114,-61.57,112.7287,174.2987,59.3628912181575
septian,S1,septian_seg1,push,0.4215966666666667,0.03396630568993664,0.3467,0.4666,0.1199,0.42296271616617304,0.004536666666666666,0.014677803726110463,-0.0199,0.0322,0.0521,0.015362918559527244,-0.11999933333333333,0.12155886612209284,-0.3263,0.1251,0.45139999999999997,0.17081100062154467,3.936430666666667,14.32668327349098,-26.3517,46.1813,72.533,14.857635747735909,-12.92589666666667,84.85362104888819,-109.4625,150.6292,260.0917,85.83248691343894,-2.8153873333333315,56.872482728026206,-61.57,112.7287,174.2987,56.94212586026564
septian,S1,septian_seg1,push,0.40012933333333334,0.04374363579869521,0.3363,0.4666,0.13030000000000003,0.40251334023441593,-0.01901133333333333,0.012568375851937099,-0.0375,0.0009,0.0384,0.0227902362134899,-0.3101426666666667,0.10256967540598386,-0.4618,-0.1175,0.3443,0.3266634537256961,3.244451333333334,12.909040791077324,-24.801,29.9911,54.7921,13.310514588101643,-26.24102066666667,80.67676696689763,-109.4625,115.7531,225.2156,84.83709031938527,-10.514710666666666,54.86284637445533,-71.2109,88.8695,160.0804,55.86135562901065
dafa,S1,dafa_seg2,push,0.5246786666666667,0.02969281301744395,0.4769,0.5655,0.08860000000000001,0.5255181884578307,0.05503,0.00887142791963804,0.04,0.0707,0.030699999999999998,0.05574049814392883,0.360148,0.15107435905098743,0.1036,0.5993,0.49570000000000003,0.39055094913041327,11.191508,22.94125328288037,-15.9691,74.2492,90.2183,25.525496146075856,14.199184666666667,95.748460497573,-205.581,179.3598,384.94079999999997,96.79558116388063,12.848047333333334,48.694054843885134,-49.2349,123.2007,172.4356,50.360533132790266
dafa,S1,dafa_seg2,push,0.5112893333333333,0.021663425849933235,0.4769,0.5577,0.08079999999999998,0.5117480692684634,0.04196,0.00680900384295187,0.0314,0.0572,0.025800000000000003,0.04250887123099522,0.11120533333333334,0.1412613996752907,-0.1412,0.377,0.5182,0.17978155967729284,6.6225293333333335,14.35927126753326,-13.8123,28.8506,42.6629,15.812860781827766,-7.075645333333335,57.96268867362244,-71.7042,109.8221,181.5263,58.39296220571791,-8.223424666666666,38.244491305296826,-43.1755,68.854,112.0295,39.11861230219276
dafa,S1,dafa_seg2,push,0.5022886666666667,0.022447234533951442,0.4662,0.5319,0.06570000000000004,0.5027899989061039,0.031022666666666664,0.006181285159432642,0.0201,0.0399,0.019799999999999998,0.031632485411888414,-0.11879400000000001,0.126866873653711,-0.2958,0.1012,0.397,0.17380223838221034,7.446119333333333,8.708970729163477,-13.8123,23.9805,37.7928,11.45822256232033,-8.636473333333335,58.752369866178356,-76.3879,134.1785,210.56640000000002,59.38374892619697,-4.8989326666666635,35.46868201710818,-42.8843,68.0604,110.94470000000001,35.805403856167665
dafa,S1,dafa_seg2,push,0.482638,0.022880640055149972,0.4477,0.5177,0.07000000000000006,0.48318005208548637,0.019343333333333337,0.007682468497964844,0.0053,0.0311,0.0258,0.020813093635177513,-0.3097446666666666,0.09015521470343367,-0.4493,-0.145,0.3043,0.3225983900559125,7.947558666666667,10.062714758547594,-11.4017,29.5667,40.9684,12.822710987618805,12.976551333333335,68.1712162348663,-76.4605,140.5533,217.0138,69.39528519609622,5.380502,35.32430668058746,-39.5901,68.0604,107.6505,35.73172881678411
dzaki,S1,dzaki_seg3,push,0.6568993333333333,0.05241589771137082,0.5353,0.748,0.2127,0.6589872232954648,0.04196066666666666,0.002171785645244228,0.0356,0.0448,0.0092,0.04201683234133673,-0.29502799999999996,0.0773942272782667,-0.4169,-0.1552,0.2617,0.3050104706399438,8.859224,5.230170326591414,2.073,17.9454,15.872399999999999,10.28788275240991,-23.481431333333337,34.0520530338072,-66.1371,51.245,117.38210000000001,41.363267923113455,-4.0562006666666655,16.744970995211254,-31.1313,23.7048,54.8361,17.229243090708696
dzaki,S1,dzaki_seg3,push,0.5727593333333334,0.05452333579507239,0.5124,0.6654,0.15300000000000002,0.5753486317587508,0.035139333333333335,0.005923893952085534,0.0246,0.0428,0.018199999999999997,0.035635168958020484,-0.4165993333333333,0.0624922677848139,-0.5182,-0.3016,0.21660000000000001,0.42126035662837624,6.8711953333333335,5.5824336184420105,-1.5858,20.5974,22.1832,8.853072371393637,-0.30021933333333134,53.007846114267146,-66.1371,87.7787,153.9158,53.008696280157025,2.0526326666666668,29.276792942890214,-31.1313,63.1342,94.2655,29.348661057791603
dzaki,S1,dzaki_seg3,push,0.49475666666666673,0.04282876668263464,0.4147,0.5385,0.12379999999999997,0.49660694967616664,0.026538000000000003,0.004310540105369627,0.0187,0.0356,0.0169,0.02688579922561351,-0.5202246666666667,0.05695616084518181,-0.6134,-0.4184,0.19499999999999995,0.5233332667303567,8.031534666666666,10.369790837633365,-11.9876,29.6802,41.6678,13.116329940884123,12.419910666666667,51.514809104656685,-49.0663,89.5296,138.5959,52.99084579488423,9.345673333333334,32.94943783635904,-33.0985,63.1342,96.2327,34.249190702635104
dzaki,S1,dzaki_seg3,push,0.4491819999999999,0.03088012752564341,0.4147,0.528,0.11330000000000001,0.45024221414700777,0.017777333333333332,0.0061040876650177815,0.0074,0.0257,0.0183,0.01879610243286269,-0.605874,0.04392599751096534,-0.6785,-0.5194,0.15910000000000002,0.6074642352709609,8.273684666666668,10.225054708031227,-11.9876,29.6802,41.6678,13.153159382660375,-2.7874206666666668,40.94906851744379,-48.2405,90.8545,139.095,41.043829334252756,-1.8654553333333328,29.658854283339036,-33.0985,61.8322,94.9307,29.717462223430182
gilang,S1,gilang_seg4,push,0.5309386666666668,0.046381737478834874,0.474,0.6328,0.15880000000000005,0.532960724006313,-0.00374,0.006189776517236575,-0.0137,0.0069,0.0206,0.007231938421566746,-0.31247266666666673,0.06718994061282951,-0.4175,-0.1921,0.2254,0.3196148549947786,11.683452666666668,9.681568895832925,2.3643,35.6396,33.2753,15.173524392803406,-12.234768000000003,67.26296973626754,-172.2082,94.7884,266.9966,68.36663400925825,3.7549406666666663,28.039748536537907,-48.1224,48.9003,97.0227,28.290052622829574
gilang,S1,gilang_seg4,push,0.470936,0.04160016230737568,0.3972,0.5231,0.1259,0.47276980614248204,-0.015250000000000001,0.007095207302585786,-0.0286,-0.005,0.0236,0.016819764167986025,-0.42260133333333333,0.058907216294402806,-0.5161,-0.3226,0.1935,0.4266871770591034,7.565831333333334,5.906024689644032,-7.579,16.4319,24.0109,9.598069149528635,15.172118000000003,63.80052100948818,-73.5781,117.8201,191.3982,65.57971977439418,6.971715333333333,46.807533613844306,-63.8479,81.2082,145.05610000000001,47.32388422034058
hikhmal,S1,hikhmal_seg5,push,0.29334733333333335,0.030717434130401507,0.239,0.3413,0.1023,0.29495121415809317,0.06194399999999999,0.029173781562674844,0.0206,0.119,0.09839999999999999,0.06847020276490108,-0.24357666666666664,0.055969599387127617,-0.3503,-0.1483,0.202,0.24992436575892313,8.151566666666666,17.9601926475847,-52.0623,39.1811,91.24340000000001,19.72350270767002,-12.512856666666666,72.45809697316687,-135.8621,173.3499,309.212,73.53058818568908,-8.195591333333333,52.3183847585237,-68.6088,147.3598,215.9686,52.95640755417547
hikhmal,S1,hikhmal_seg5,push,0.30005533333333334,0.03135383982155225,0.2446,0.3413,0.09669999999999998,0.3016890225602074,0.016228,0.023313896056501013,-0.0177,0.0665,0.0842,0.02840573416289981,-0.3392246666666667,0.05514464003771254,-0.4294,-0.2596,0.1698,0.34367761899780436,6.897843333333333,20.177235899754013,-52.0623,39.1811,91.24340000000001,21.32372132638985,-18.92455,90.57036441124419,-135.8621,173.3499,309.212,92.52637192869969,-6.771015999999998,54.068396400257186,-71.0866,119.313,190.39960000000002,54.49071615392479
hikhmal,S1,hikhmal_seg5,push,0.27575866666666665,0.038395038197952376,0.206,0.3348,0.1288,0.27841878744079035,-0.013127999999999999,0.01459574878746091,-0.0383,0.0201,0.0584,0.019631104570723132,-0.4318053333333334,0.047682415747899734,-0.5056,-0.3521,0.15350000000000003,0.43443003886318293,5.095974666666667,15.051845203554223,-43.4955,35.7774,79.27289999999999,15.891098194746222,-2.479306,85.7175547867314,-126.0741,148.4538,274.5279,85.75340317945366,5.317340666666667,52.91977149188899,-73.1019,119.313,192.4149,53.18624189129303
hikhmal,S1,hikhmal_seg5,push,0.23914599999999997,0.04587808282829613,0.1605,0.3024,0.1419,0.24350689476891615,-0.030271333333333334,0.009291166677130607,-0.0435,-0.0145,0.028999999999999998,0.03166511329523392,-0.5110113333333334,0.04201566142391298,-0.5794,-0.431,0.14840000000000003,0.5127357005319603,3.4326906666666663,11.884961691590746,-13.4039,32.7203,46.1242,12.370759056080592,4.545680666666668,77.47060162757026,-103.0885,157.6066,260.69509999999997,77.6038486755715,4.1739826666666655,55.056525342585566,-74.5936,105.8878,180.4814,55.21451905160815
